Id,lotArea,quality,condition,BsmtSF,floorOneSF,floorTwoSF,bsmtFullBath,noRooms,firePlaces,garageCars,woodDeckSF,salePrice
1100,11880,7,5,1271,1601,0,0,7,1,2,0,157000
1101,8400,2,5,290,438,0,0,3,0,1,0,60000
1102,9758,5,5,950,950,0,0,5,0,1,0,119500
1103,7000,5,7,1010,1134,0,0,6,0,1,0,135000
1104,8910,6,6,655,1194,0,0,6,1,2,0,159500
1105,2016,5,5,630,630,672,0,6,0,2,0,106000
1106,12256,8,5,1463,1500,1122,1,9,2,2,186,325000
1107,10357,7,5,910,1442,0,1,6,1,2,0,179900
1108,23257,7,5,868,887,1134,0,9,1,2,0,274725
1109,8063,6,5,924,948,742,0,7,1,2,100,181000
1110,11362,8,5,1836,1836,0,1,7,1,3,125,280000
1111,8000,6,5,773,773,885,1,8,1,2,224,188000
1112,10480,7,6,803,1098,866,0,8,1,2,0,205000
1113,7100,5,7,816,816,0,1,5,0,1,0,129900
1114,8923,5,7,1008,1008,0,1,6,0,1,0,134500
1115,5400,5,7,833,833,0,0,4,0,1,0,117000
1116,12085,8,5,1734,1734,0,1,7,1,3,0,318000
1117,7750,8,5,408,779,640,1,7,1,2,120,184100
1118,9764,5,7,894,894,0,1,5,0,2,0,130000
1119,13825,5,6,533,1021,580,0,6,0,1,280,140000
1120,7560,5,5,1040,1040,0,0,6,0,1,140,133700
1121,8263,6,5,1012,1012,0,0,6,1,1,0,118400
1122,10084,7,5,1552,1552,0,0,7,0,3,144,212900
1123,8926,4,3,672,960,0,0,5,0,1,64,112000
1124,9405,5,9,698,698,0,0,4,0,0,0,118000
1125,9125,7,5,384,812,670,0,7,1,2,100,163900
1126,10434,4,5,1005,1005,0,0,5,1,2,0,115000
1127,3684,7,5,1373,1555,0,0,7,1,3,143,174000
1128,14572,7,5,1530,1530,0,1,7,1,3,144,259000
1129,11796,7,5,847,847,1112,0,8,1,2,100,215000
1130,7200,5,5,936,936,0,1,4,0,2,49,140000
1131,7804,4,3,1122,1328,653,1,7,2,2,431,135000
1132,10712,5,5,974,974,0,0,5,0,0,0,93500
1133,9900,6,4,1008,1178,1032,0,8,0,1,0,117500
1134,9828,8,5,1128,1142,878,0,8,1,2,0,239500
1135,8773,6,5,916,916,684,0,7,1,2,100,169000
1136,6180,6,5,960,986,0,0,5,1,1,0,102000
1137,9600,6,5,1032,1032,220,0,6,0,1,0,119000
1138,6342,5,8,780,780,240,0,6,0,0,0,94000
1139,9819,6,5,1567,1567,0,1,5,2,2,264,196000
1140,8731,5,5,915,1167,0,0,6,1,2,0,144000
1141,7350,5,7,952,952,0,1,4,0,2,0,139000
1142,10304,5,7,780,1088,780,1,9,1,2,448,197500
1143,9965,8,5,1466,1466,1362,1,11,1,3,125,424870
1144,9000,5,3,1006,1006,0,0,5,0,0,0,80000
1145,12180,4,4,672,672,252,1,5,0,1,0,80000
1146,6240,5,6,1042,1042,534,0,8,1,1,0,149000
1147,11200,6,5,1298,1298,0,1,5,1,2,165,180000
1148,12000,7,7,704,860,704,0,7,1,1,0,174500
1149,5700,7,7,572,572,539,0,5,1,1,0,116900
1150,9000,7,9,650,832,650,0,7,0,2,0,143000
1151,8280,6,5,932,932,0,0,4,1,1,0,124000
1152,17755,5,4,1466,1466,0,0,6,2,2,0,149900
1153,14115,6,7,1073,1811,0,0,6,1,2,0,230000
1154,5890,6,8,816,816,0,0,5,0,1,0,120500
1155,13700,7,6,864,902,918,0,8,2,2,60,201800
1156,10768,5,8,1437,1437,0,1,6,1,2,0,218000
1157,9350,5,8,1219,1265,0,0,6,1,2,0,179900
1158,5001,7,5,1314,1314,0,1,6,1,2,172,230000
1159,11932,8,5,1580,1580,0,0,7,0,3,0,235128
1160,9120,6,6,901,943,933,0,8,1,2,0,185000
1161,2280,6,5,855,855,601,0,7,1,2,26,146000
1162,14778,6,7,1296,1640,0,1,7,1,2,108,224000
1163,8724,5,5,894,894,0,0,5,1,2,0,129000
1164,12900,4,4,1198,1258,0,2,6,0,2,120,108959
1165,16157,5,7,1360,1432,0,1,5,1,2,168,194000
1166,9541,7,5,1502,1502,0,0,7,0,2,0,233170
1167,10475,8,5,1694,1694,0,0,7,0,3,160,245350
1168,10852,6,5,959,959,712,1,7,1,2,0,173000
1169,13728,6,7,1127,1236,872,0,7,2,2,0,235000
1170,35760,10,5,1930,1831,1796,1,10,1,3,361,625000
1171,9880,6,6,1096,1118,0,1,6,1,1,203,171000
1172,9120,6,6,1261,1261,0,1,6,1,2,0,163000
1173,4017,7,5,625,625,625,0,5,0,2,0,171900
1174,18030,5,6,1598,1636,971,0,12,1,0,122,200500
1175,16560,6,8,952,1170,1175,0,9,1,2,0,239000
1176,10678,8,5,1683,2129,743,0,9,1,2,0,285000
1177,6951,5,5,876,923,0,1,5,0,1,362,119500
1178,3950,6,8,818,818,406,0,5,0,1,0,115000
1179,7681,5,6,731,820,523,0,7,1,1,192,154900
1180,8335,5,5,0,1124,0,0,5,1,0,0,93000
1181,11170,7,5,1216,1298,1216,0,8,0,2,0,250000
1182,5587,8,5,1600,1652,0,1,5,1,2,162,392500
1183,15623,10,5,2396,2411,2065,1,10,2,3,171,745000
1184,10800,5,6,1120,1130,0,1,5,1,2,229,120000
1185,35133,5,4,1572,1572,0,1,5,2,3,0,186700
1186,9738,5,7,784,949,272,1,7,0,1,0,104900
1187,10615,3,5,978,1014,685,1,7,0,2,0,95000
1188,12461,8,5,1624,1624,0,1,5,1,3,0,262000
1189,8935,7,5,831,831,829,0,7,0,2,144,195000
1190,7500,7,5,994,1028,776,0,7,1,2,140,189000
1191,32463,4,4,1249,1622,0,1,7,1,4,439,168000
1192,2645,8,5,776,764,677,0,5,0,2,206,174000
1193,9600,5,8,702,842,630,0,6,0,1,0,125000
1194,4500,6,5,1224,1224,0,1,5,0,2,0,165000
1195,9364,6,7,663,663,689,0,7,0,1,379,158000
1196,8029,6,5,728,728,728,0,8,0,2,100,176000
1197,14054,7,5,879,879,984,0,9,1,3,100,219210
1198,8850,7,6,815,815,875,0,7,1,1,0,144000
1199,9100,7,5,1212,1212,0,0,6,0,2,356,178000
1200,11235,4,5,1051,1382,0,0,6,1,2,0,148000
1201,9353,4,5,864,864,0,0,5,0,1,0,116050
1202,10400,7,5,866,866,913,0,6,0,2,198,197900
1203,6000,5,8,884,884,464,1,5,1,1,0,117000
1204,9750,7,5,1630,1630,0,0,6,1,2,74,213000
1205,10140,5,6,1056,1074,0,1,6,0,2,0,153500
1206,14684,7,7,2158,2196,0,0,7,1,3,84,271900
1207,8900,4,4,1056,1056,0,1,5,0,1,0,107000
1208,9135,6,5,1682,1700,0,1,7,0,2,192,200000
1209,7763,5,7,931,1283,0,1,6,0,2,0,140000
1210,10182,8,5,1660,1660,0,1,8,1,2,322,290000
1211,11218,6,5,1055,1055,790,0,8,1,2,635,189000
1212,12134,8,7,559,1080,672,0,8,0,2,325,164000
1213,9340,4,6,672,672,0,1,4,0,1,0,113000
1214,10246,4,9,648,960,0,1,3,0,1,88,145000
1215,10205,5,5,925,999,0,1,6,0,1,150,134500
1216,7094,5,5,894,894,0,0,5,0,1,0,125000
1217,8930,6,5,0,1318,584,0,8,0,2,0,112000
1218,8640,8,5,1300,1314,0,1,6,0,2,135,229456
1219,6240,4,5,0,672,240,0,3,0,0,0,80500
1220,1680,6,5,672,672,546,0,7,0,0,201,91500
1221,7800,5,5,912,912,0,0,5,0,1,0,115000
1222,8250,5,5,952,1211,0,0,5,1,1,0,134000
1223,10496,6,6,1040,1168,678,0,7,1,1,0,143000
1224,10680,5,3,2136,2136,0,0,7,0,2,0,137900
1225,15384,7,5,788,788,702,1,8,1,2,100,184000
1226,10482,6,8,588,1138,0,0,6,0,1,224,145000
1227,14598,6,5,894,894,1039,0,9,1,3,100,214000
1228,8872,5,8,912,912,0,1,5,0,2,0,147000
1229,8769,9,5,1702,1702,0,1,7,1,3,0,367294
1230,7910,5,5,1075,1507,0,0,7,0,1,0,127000
1231,18890,5,5,1361,1361,1259,0,12,1,2,155,190000
1232,7728,5,6,1106,1190,0,1,6,0,2,0,132500
1233,9842,4,5,0,1224,0,0,6,0,2,0,101800
1234,12160,5,5,1188,1188,0,1,6,0,2,0,142000
1235,8525,5,6,940,1024,940,0,7,0,0,0,130000
1236,13132,5,5,747,892,892,0,9,0,1,203,138887
1237,2628,7,5,764,764,862,0,6,0,2,0,175500
1238,12393,7,5,847,847,1101,0,8,1,2,100,195000
1239,13072,6,5,1141,1141,0,0,6,0,2,0,142500
1240,9037,8,5,1476,1484,0,0,6,1,2,120,265900
1241,8158,7,5,884,884,884,1,8,0,2,0,224900
1242,9849,7,6,1689,1689,0,0,7,0,3,0,248328
1243,10625,7,6,1053,1173,0,1,6,2,2,0,170000
1244,13891,10,5,2076,2076,0,1,7,1,3,216,465000
1245,11435,8,7,792,792,725,0,7,2,2,0,230000
1246,12090,6,7,585,1140,728,0,7,1,2,268,178000
1247,8125,7,5,756,756,797,0,6,0,2,0,186500
1248,12328,6,5,1012,1034,0,1,6,0,3,0,169900
1249,9600,6,5,735,1134,924,0,8,1,2,0,129500
1250,7200,5,7,876,988,0,0,6,0,1,0,119000
1251,11160,7,5,2110,2110,0,1,8,2,2,0,244000
1252,3136,7,5,1405,1405,0,0,6,1,2,148,171750
1253,9858,5,6,864,874,0,1,5,0,1,33,130000
1254,17542,7,7,1192,1516,651,1,9,2,2,220,294000
1255,6931,7,5,746,760,896,0,7,1,2,178,165400
1256,6240,6,6,884,959,408,0,6,1,1,0,127500
1257,14303,8,5,1986,1987,0,1,7,1,2,262,301500
1258,4060,5,8,864,864,0,0,4,0,0,0,99900
1259,9587,7,5,856,1166,0,1,5,0,2,212,190000
1260,9750,6,8,1054,1054,0,1,6,0,2,180,151000
1261,24682,6,5,841,892,783,0,7,1,2,0,181000
1262,9600,5,6,1050,1050,0,0,5,0,1,0,128900
1263,11250,4,5,1104,1104,684,1,8,2,1,120,161500
1264,13515,6,6,764,1060,764,0,8,1,2,0,180500
1265,4060,6,5,1405,1337,0,1,5,0,2,144,181000
1266,3735,7,5,691,713,739,1,6,0,2,0,183900
1267,10120,7,4,925,964,925,0,9,1,1,0,122000
1268,13214,9,5,2002,2018,0,0,10,1,3,144,378500
1269,14100,8,9,728,1968,1479,0,11,2,3,314,381000
1270,11344,5,5,874,874,650,0,7,0,1,0,144000
1271,23595,7,6,1332,1332,192,2,4,1,2,268,260000
1272,9156,6,7,1489,1489,0,0,7,1,2,0,185750
1273,13526,5,6,935,935,0,1,5,0,1,180,137000
1274,11512,6,7,1019,1357,0,1,5,1,1,0,177000
1275,5362,5,6,661,661,589,0,8,1,2,242,139000
1276,11345,5,5,928,928,992,0,10,0,2,0,137000
1277,12936,6,6,723,735,660,0,6,1,2,294,162000
1278,17871,6,5,1680,1724,0,1,7,1,2,0,197900
1279,9473,8,5,1128,1128,903,1,7,1,2,0,237000
1280,7500,4,4,698,698,430,0,6,0,2,30,68400
1281,9808,7,5,1573,1573,0,1,6,0,2,0,227000
1282,8049,7,5,1309,1339,0,1,6,1,2,0,180000
1283,8800,5,7,1040,1040,0,0,5,0,2,0,150500
1284,9400,6,5,912,912,912,0,8,0,0,128,139000
1285,9638,6,7,804,1699,748,0,10,1,1,272,169000
1286,6000,6,6,780,825,587,0,6,1,1,45,132500
1287,9790,6,5,1328,1328,0,1,6,2,2,0,143000
1288,36500,5,5,1624,1582,0,0,7,0,2,168,190000
1289,5664,8,5,1501,1659,0,1,5,1,2,212,278000
1290,11065,8,5,1085,1120,850,0,8,1,3,177,281000
1291,14112,5,7,1152,1152,0,1,6,1,2,227,180500
1292,1680,5,7,630,630,672,0,6,0,1,185,119500
1293,6600,5,4,994,1378,994,0,11,0,1,0,107500
1294,10140,7,5,832,832,832,0,8,1,2,0,162900
1295,8172,5,7,864,864,0,1,5,0,2,0,115000
1296,8400,5,5,1052,1052,0,1,5,0,1,356,138500
1297,8700,5,6,1120,1128,0,1,6,0,2,192,155000
1298,3675,6,5,547,1072,0,1,5,0,2,0,140000
1299,63887,10,5,6110,4692,950,2,12,3,2,214,160000
1300,7500,5,7,1246,1246,0,1,6,0,1,218,154000
1301,10762,7,5,978,1005,978,0,9,1,2,0,225000
1302,7500,6,7,771,753,741,0,7,2,1,0,177500
1303,10120,8,5,1165,1203,1323,1,8,1,3,309,290000
1304,8688,7,5,1616,1616,0,0,7,0,3,208,232000
1305,3363,7,5,976,976,732,0,7,0,2,0,130000
1306,13173,9,5,1652,1652,0,1,6,2,2,404,325000
1307,6955,7,5,1368,1368,0,0,6,1,2,132,202500
1308,8072,5,5,990,990,0,1,5,0,2,0,138000
1309,12000,5,7,924,1122,0,1,6,0,2,0,147000
1310,7153,6,5,1278,1294,0,1,6,0,2,112,179200
1311,17500,7,8,1902,1902,0,1,7,2,2,0,335000
1312,8814,7,5,1274,1274,0,1,6,0,2,264,203000
1313,9572,8,5,1453,1453,1357,0,9,1,2,500,302000
1314,14774,9,5,1393,1422,1177,0,10,1,3,668,333168
1315,8190,4,6,948,948,0,1,5,1,1,0,119000
1316,11075,6,5,952,1092,1020,0,9,2,2,280,206900
1317,10226,8,5,1622,1630,0,1,8,1,3,172,295493
1318,4230,7,5,1352,1352,0,0,5,1,2,0,208900
1319,14781,8,5,1753,1787,0,0,7,1,3,198,275000
1320,10215,4,5,864,948,0,0,5,0,1,0,111000
1321,8400,6,3,1478,1478,0,1,6,2,2,114,156500
1322,6627,3,6,0,720,0,0,4,0,1,0,72500
1323,10186,7,5,750,1061,862,1,8,1,2,240,190000
1324,5330,4,7,420,708,0,0,5,0,0,164,82500
1325,9986,8,5,1795,1795,0,0,7,1,3,0,147000
1326,3636,4,4,796,796,0,0,5,0,0,0,55000
1327,4270,3,6,544,774,0,0,6,0,0,0,79000
1328,6600,5,9,816,816,0,0,5,1,1,0,130500
1329,10440,6,7,1510,1584,1208,0,8,2,2,0,256000
1330,9084,7,5,935,955,677,0,8,1,2,0,176500
1331,10000,8,5,1588,1588,0,0,7,1,3,144,227000
1332,10780,5,5,911,954,0,0,6,0,2,0,132500
1333,8877,4,6,816,816,0,1,3,1,1,0,100000
1334,7200,5,6,803,803,557,0,6,0,1,0,125500
1335,2368,5,6,765,765,600,0,7,0,2,0,125000
1336,9650,6,5,1350,1334,0,0,6,1,2,0,167900
1337,9246,5,5,1656,1656,0,0,8,0,2,0,135000
1338,4118,4,4,693,693,0,0,4,0,0,0,52500
1339,13450,7,5,916,920,941,1,8,0,2,146,200000
1340,9560,5,7,864,864,0,0,5,0,1,0,128500
1341,8294,4,5,858,872,0,0,5,0,4,0,123000
1342,13695,6,5,1114,1114,0,1,6,0,2,0,155000
1343,9375,8,5,1284,1284,885,0,7,1,2,192,228500
1344,7558,6,6,896,1172,741,0,9,1,2,0,177000
1345,11103,7,5,728,728,728,0,8,1,2,0,155835
1346,6000,4,4,960,960,0,0,5,0,1,0,108500
1347,20781,7,7,1568,2156,0,0,9,1,2,0,262500
1348,15306,8,5,1732,1776,0,1,7,1,3,0,283463
1349,16196,7,5,1482,1494,0,1,5,1,2,402,215000
1350,5250,8,5,684,938,1215,0,8,0,0,0,122000
1351,11643,5,5,1248,1338,1296,1,12,0,4,0,200000
1352,9247,6,6,858,858,858,0,8,1,2,0,171000
1353,6000,6,9,698,786,390,0,4,0,2,210,134900
1354,14720,8,5,2033,2053,1185,1,9,1,3,283,410000
1355,10316,7,5,992,992,873,1,7,1,3,0,235000
1356,10192,7,6,570,1222,698,0,8,1,2,0,170000
1357,9477,5,5,864,892,0,0,5,0,1,0,110000
1358,12537,5,6,1078,1078,0,1,6,1,2,0,149900
1359,2117,6,5,756,769,804,0,5,0,2,0,177500
1360,16737,9,5,1980,1980,0,1,8,1,3,194,315000
1361,9842,5,6,612,990,1611,0,8,0,2,183,189000
1362,16158,7,5,1530,1530,0,1,7,1,2,168,260000
1363,12513,4,4,715,1281,457,0,7,1,1,55,104900
1364,8499,6,5,616,616,796,0,6,1,2,0,156932
1365,3180,7,5,600,520,600,0,4,0,2,0,144152
1366,7500,7,5,814,814,860,1,7,0,2,0,216000
1367,9179,7,5,873,882,908,1,7,0,2,0,193000
1368,2665,5,6,757,925,550,0,6,1,1,104,127000
1369,4435,6,5,848,848,0,1,4,0,2,140,144000
1370,10635,8,5,1657,1668,0,1,8,1,2,0,232000
1371,5400,4,6,840,840,534,0,6,0,1,0,105000
1372,9600,6,6,992,1661,0,1,8,1,1,0,165500
1373,9750,7,6,1108,1108,989,1,8,1,2,253,274300
1374,11400,10,5,2633,2633,0,1,8,2,3,314,466500
1375,10625,7,5,1026,1026,932,0,9,1,3,154,250000
1376,10991,8,5,1571,1571,0,0,7,1,3,100,239000
1377,6292,6,5,768,790,0,0,4,0,1,0,91000
1378,10998,5,5,984,984,620,0,6,0,2,0,117000
1379,1953,6,5,483,483,504,0,5,0,1,72,83000
1380,9735,5,5,384,754,640,0,7,0,2,100,167500
1381,8212,3,3,864,864,0,1,5,0,1,0,58500
1382,12925,6,7,1205,2117,0,0,7,2,2,0,237500
1383,7200,7,7,596,998,764,1,8,0,2,36,157000
1384,25339,5,7,816,1416,0,0,7,0,2,0,112000
1385,9060,6,5,560,698,560,0,6,0,1,0,105000
1386,5436,4,8,796,796,358,1,7,0,1,0,125500
1387,16692,7,5,1392,1392,1392,1,12,2,2,0,250000
1388,8520,6,7,714,1664,862,0,10,1,1,88,136000
1389,14892,9,5,1746,1746,0,1,7,2,3,201,377500
1390,6000,6,6,735,869,349,0,6,1,2,0,131000
1391,9100,7,5,1525,1525,0,1,6,0,2,219,235000
1392,8944,5,5,1584,1584,0,0,8,0,3,0,124000
1393,7838,5,5,864,900,0,1,6,1,1,175,123000
1394,10800,6,7,482,1221,691,0,7,1,2,0,163000
1395,4045,7,5,1356,1500,0,1,6,1,3,161,246578
1396,12665,8,5,1094,1133,1349,0,9,1,3,144,281213
1397,57200,5,5,747,1687,0,1,7,2,2,0,160000
1398,6120,5,8,939,939,574,0,8,0,1,24,137500
1399,7200,5,4,1208,1136,768,1,7,0,1,0,138000
1400,6171,6,6,976,1160,448,0,7,1,1,147,137450
1401,6000,6,7,862,950,208,0,5,1,1,0,120000
1402,7415,6,5,839,864,729,1,8,1,2,100,193000
1403,6762,7,5,1286,1294,0,0,6,1,2,168,193879
1404,15256,8,5,1485,1464,0,1,6,0,3,168,282922
1405,10410,3,4,672,694,520,0,6,0,3,216,105000
1406,3842,8,5,1594,1646,0,1,5,1,2,128,275000
1407,8445,5,7,768,768,0,1,5,0,2,58,133000
1408,8780,5,5,833,833,0,1,5,0,0,0,112000
1409,7740,4,7,622,741,622,0,6,0,2,0,125500
1410,20544,7,6,791,1236,857,0,7,1,2,364,215000
1411,12420,7,5,944,944,896,1,6,0,2,0,230000
1412,9600,6,8,856,1112,556,0,6,0,1,0,140000
1413,7200,4,5,0,1040,0,0,6,0,2,0,90000
1414,10994,8,5,1844,1844,0,1,7,1,2,165,257000
1415,13053,6,7,833,1053,795,0,8,1,2,0,207000
1416,3635,7,5,1386,1569,0,0,7,1,3,143,175900
1417,11340,4,6,777,1246,1044,0,11,0,2,0,122500
1418,16545,8,5,1284,1310,1140,1,7,1,3,0,340000
1419,9204,5,5,1144,1144,0,1,6,0,1,0,124000
1420,16381,6,5,1844,1844,0,1,7,1,2,0,223000
1421,11700,6,6,708,708,708,0,7,1,2,0,179900
1422,4043,6,5,1069,1069,0,0,4,1,2,0,127500
1423,4435,6,5,848,848,0,1,3,0,2,140,136500
1424,19690,6,7,697,1575,626,0,8,1,2,586,274970
1425,9503,5,5,1024,1344,0,1,6,1,1,316,144000
1426,10721,6,6,1252,1252,0,0,7,0,2,0,142000
1427,10944,7,5,1223,1223,904,1,5,2,2,171,271000
1428,10930,5,6,913,1048,510,1,6,1,1,0,140000
1429,7200,5,7,788,804,0,1,4,2,1,0,119000
1430,12546,6,7,1440,1440,0,0,7,1,2,0,182900
1431,21930,5,5,732,734,1104,0,7,1,2,100,192140
1432,4928,6,6,958,958,0,0,5,0,2,0,143750
1433,10800,4,6,656,968,0,0,5,0,1,0,64500
1434,10261,6,5,936,962,830,1,8,1,2,0,186500
1435,17400,5,5,1126,1126,0,1,5,1,2,295,160000
1436,8400,6,9,1319,1537,0,1,7,1,2,0,174000
1437,9000,4,6,864,864,0,0,5,0,2,0,120500
1438,12444,8,5,1932,1932,0,1,7,1,3,0,394617
1439,7407,6,7,912,1236,0,1,6,0,2,0,149700
1440,11584,7,6,539,1040,685,0,6,1,2,0,197000
1441,11526,6,7,588,1423,748,0,11,1,2,431,191000
1442,4426,6,5,848,848,0,1,3,1,2,149,149300
1443,11003,10,5,1017,1026,981,1,10,1,3,168,310000
1444,8854,6,6,952,952,0,0,4,1,1,0,121000
1445,8500,7,5,1422,1422,0,0,7,0,2,192,179600
1446,8400,6,5,814,913,0,1,6,0,1,0,129000
1447,26142,5,7,1188,1188,0,0,6,0,1,261,157900
1448,10000,8,5,1220,1220,870,1,8,1,2,0,240000
1449,11767,4,7,560,796,550,0,6,0,1,168,112000
1450,1533,5,7,630,630,0,1,3,0,0,0,92000
1451,9000,5,5,896,896,896,0,8,0,0,32,136000
1452,9262,8,5,1573,1578,0,0,7,1,3,0,287090
1453,3675,5,5,547,1072,0,1,5,0,2,0,145000
1454,17217,5,5,1140,1140,0,0,6,0,0,36,84500
1455,7500,7,5,1221,1221,0,1,6,0,2,0,185000
1456,7917,6,5,953,953,694,0,7,1,2,0,175000
1457,13175,6,6,1542,2073,0,1,7,2,2,349,210000
1458,9042,7,9,1152,1188,1152,0,9,2,1,0,266500
1459,9717,5,6,1078,1078,0,1,5,0,1,366,142125
1460,9937,5,6,1256,1256,0,1,6,0,1,736,147500
